diagnosis_code,description,severity_level,service
S72.351C,"Displaced comminuted fracture of shaft of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S72.352A,"Displaced comminuted fracture of shaft of left femur, initial encounter for closed fracture",MCC,Injury/Poisoning
S72.352B,"Displaced comminuted fracture of shaft of left femur, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S72.352C,"Displaced comminuted fracture of shaft of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S72.353A,"Displaced comminuted fracture of shaft of unspecified femur, initial encounter for closed fracture",MCC,Injury/Poisoning
S72.353B,"Displaced comminuted fracture of shaft of unspecified femur, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S72.353C,"Displaced comminuted fracture of shaft of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S72.354A,"Nondisplaced comminuted fracture of shaft of right femur, initial encounter for closed fracture",MCC,Injury/Poisoning
S72.354B,"Nondisplaced comminuted fracture of shaft of right femur, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S72.354C,"Nondisplaced comminuted fracture of shaft of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S72.355A,"Nondisplaced comminuted fracture of shaft of left femur, initial encounter for closed fracture",MCC,Injury/Poisoning
S72.355B,"Nondisplaced comminuted fracture of shaft of left femur, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S72.355C,"Nondisplaced comminuted fracture of shaft of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S72.356A,"Nondisplaced comminuted fracture of shaft of unspecified femur, initial encounter for closed fracture",MCC,Injury/Poisoning
S72.356B,"Nondisplaced comminuted fracture of shaft of unspecified femur, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S72.356C,"Nondisplaced comminuted fracture of shaft of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S72.361A,"Displaced segmental fracture of shaft of right femur, initial encounter for closed fracture",MCC,Injury/Poisoning
S72.361B,"Displaced segmental fracture of shaft of right femur, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S72.361C,"Displaced segmental fracture of shaft of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S72.362A,"Displaced segmental fracture of shaft of left femur, initial encounter for closed fracture",MCC,Injury/Poisoning
S72.362B,"Displaced segmental fracture of shaft of left femur, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S72.362C,"Displaced segmental fracture of shaft of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S72.363A,"Displaced segmental fracture of shaft of unspecified femur, initial encounter for closed fracture",MCC,Injury/Poisoning
S72.363B,"Displaced segmental fracture of shaft of unspecified femur, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S72.363C,"Displaced segmental fracture of shaft of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S72.364A,"Nondisplaced segmental fracture of shaft of right femur, initial encounter for closed fracture",MCC,Injury/Poisoning
S72.364B,"Nondisplaced segmental fracture of shaft of right femur, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S72.364C,"Nondisplaced segmental fracture of shaft of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S72.365A,"Nondisplaced segmental fracture of shaft of left femur, initial encounter for closed fracture",MCC,Injury/Poisoning
S72.365B,"Nondisplaced segmental fracture of shaft of left femur, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S72.365C,"Nondisplaced segmental fracture of shaft of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S72.366A,"Nondisplaced segmental fracture of shaft of unspecified femur, initial encounter for closed fracture",MCC,Injury/Poisoning
S72.366B,"Nondisplaced segmental fracture of shaft of unspecified femur, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S72.366C,"Nondisplaced segmental fracture of shaft of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S72.391A,"Other fracture of shaft of right femur, initial encounter for closed fracture",MCC,Injury/Poisoning
S72.391B,"Other fracture of shaft of right femur, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S72.391C,"Other fracture of shaft of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S72.392A,"Other fracture of shaft of left femur, initial encounter for closed fracture",MCC,Injury/Poisoning
S72.392B,"Other fracture of shaft of left femur, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S72.392C,"Other fracture of shaft of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S72.399A,"Other fracture of shaft of unspecified femur, initial encounter for closed fracture",MCC,Injury/Poisoning
S72.399B,"Other fracture of shaft of unspecified femur, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S72.399C,"Other fracture of shaft of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S72.401B,"Unspecified fracture of lower end of right femur, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S72.401C,"Unspecified fracture of lower end of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S72.402B,"Unspecified fracture of lower end of left femur, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S72.402C,"Unspecified fracture of lower end of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S72.409B,"Unspecified fracture of lower end of unspecified femur, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S72.409C,"Unspecified fracture of lower end of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S72.411B,"Displaced unspecified condyle fracture of lower end of right femur, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S72.411C,"Displaced unspecified condyle fracture of lower end of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S72.412B,"Displaced unspecified condyle fracture of lower end of left femur, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S72.412C,"Displaced unspecified condyle fracture of lower end of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S72.413B,"Displaced unspecified condyle fracture of lower end of unspecified femur, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S72.413C,"Displaced unspecified condyle fracture of lower end of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S72.414B,"Nondisplaced unspecified condyle fracture of lower end of right femur, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S72.414C,"Nondisplaced unspecified condyle fracture of lower end of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S72.415B,"Nondisplaced unspecified condyle fracture of lower end of left femur, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S72.415C,"Nondisplaced unspecified condyle fracture of lower end of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S72.416B,"Nondisplaced unspecified condyle fracture of lower end of unspecified femur, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S72.416C,"Nondisplaced unspecified condyle fracture of lower end of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S72.421B,"Displaced fracture of lateral condyle of right femur, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S72.421C,"Displaced fracture of lateral condyle of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S72.422B,"Displaced fracture of lateral condyle of left femur, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S72.422C,"Displaced fracture of lateral condyle of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S72.423B,"Displaced fracture of lateral condyle of unspecified femur, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S72.423C,"Displaced fracture of lateral condyle of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S72.424B,"Nondisplaced fracture of lateral condyle of right femur, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S72.424C,"Nondisplaced fracture of lateral condyle of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S72.425B,"Nondisplaced fracture of lateral condyle of left femur, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S72.425C,"Nondisplaced fracture of lateral condyle of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S72.426B,"Nondisplaced fracture of lateral condyle of unspecified femur, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S72.426C,"Nondisplaced fracture of lateral condyle of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S72.431B,"Displaced fracture of medial condyle of right femur, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S72.431C,"Displaced fracture of medial condyle of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S72.432B,"Displaced fracture of medial condyle of left femur, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S72.432C,"Displaced fracture of medial condyle of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S72.433B,"Displaced fracture of medial condyle of unspecified femur, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S72.433C,"Displaced fracture of medial condyle of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S72.434B,"Nondisplaced fracture of medial condyle of right femur, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S72.434C,"Nondisplaced fracture of medial condyle of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S72.435B,"Nondisplaced fracture of medial condyle of left femur, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S72.435C,"Nondisplaced fracture of medial condyle of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S72.436B,"Nondisplaced fracture of medial condyle of unspecified femur, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S72.436C,"Nondisplaced fracture of medial condyle of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S72.441B,"Displaced fracture of lower epiphysis (separation) of right femur, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S72.441C,"Displaced fracture of lower epiphysis (separation) of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S72.442B,"Displaced fracture of lower epiphysis (separation) of left femur, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S72.442C,"Displaced fracture of lower epiphysis (separation) of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S72.443B,"Displaced fracture of lower epiphysis (separation) of unspecified femur, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S72.443C,"Displaced fracture of lower epiphysis (separation) of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
